productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,extHP,extStage,extAttack1,extAttack2,extWeakness,extResistance,extRetreatCost,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extCardText,extUPC
478756,Scarlet & Violet Pokemon Center Elite Trainer Box (Exclusive) [Miraidon],Scarlet and Violet Pokemon Center Elite Trainer Box Exclusive Miraidon,https://tcgplayer-cdn.tcgplayer.com/product/478756_200w.jpg,3,22873,https://cpt.tcgcsv.com/8wR5,2023-03-31T04:03:37.037,2,,,,,,,,,,,191.5,209.99,500.0,190.21,,Normal,"The Pokémon TCG: Scarlet & Violet Pokemon Center Elite Trainer Box includes:
<br>• 11 Pokémon TCG: Scarlet & Violet booster packs
<br>• 1 full-art foil promo card featuring Miraidon with a Pokémon Center logo
<br>• 1 full-art foil promo card featuring Miraidon
<br>• 65 card sleeves featuring Miraidon
<br>• 45 Pokémon TCG Energy cards
<br>• A player’s guide to the Scarlet & Violet expansion
<br>• 6 damage-counter dice
<br>• 1 competition-legal coin-flip die
<br>• 2 plastic condition markers
<br>• A collector’s box to hold everything, with 4 dividers to keep it organized
<br>• A code card for Pokémon Trading Card Game Live",
478758,Scarlet & Violet Pokemon Center Elite Trainer Box (Exclusive) [Koraidon],Scarlet and Violet Pokemon Center Elite Trainer Box Exclusive Koraidon,https://tcgplayer-cdn.tcgplayer.com/product/478758_200w.jpg,3,22873,https://cpt.tcgcsv.com/bwR5,2023-03-31T04:03:37.037,2,,,,,,,,,,,175.0,199.99,500.0,168.59,,Normal,"The Pokémon TCG: Scarlet & Violet Pokemon Center Elite Trainer Box includes:
<br>• 11 Pokémon TCG: Scarlet & Violet booster packs
<br>• 1 full-art foil promo card featuring Koraidon with a Pokémon Center logo
<br>• 1 full-art foil promo card featuring Koraidon
<br>• 65 card sleeves featuring Koraidon
<br>• 45 Pokémon TCG Energy cards
<br>• A player’s guide to the Scarlet & Violet expansion
<br>• 6 damage-counter dice
<br>• 1 competition-legal coin-flip die
<br>• 2 plastic condition markers
<br>• A collector’s box to hold everything, with 4 dividers to keep it organized
<br>• A code card for Pokémon Trading Card Game Live",
478759,Scarlet & Violet Booster Pack Art Bundle [Set of 4],Scarlet and Violet Booster Pack Art Bundle Set of 4,https://tcgplayer-cdn.tcgplayer.com/product/478759_200w.jpg,3,22873,https://cpt.tcgcsv.com/cwR5,2023-03-31T04:03:37.037,1,,,,,,,,,,,19.0,21.95,24.99,20.73,,Normal,"Collect each of the 4 unique art packs for Scarlet & Violet.
<br>Each Scarlet & Violet booster pack contains 10 random cards.",0820650853241
478761,Scarlet & Violet 3 Pack Blister [Arcanine],Scarlet and Violet 3 Pack Blister Arcanine,https://tcgplayer-cdn.tcgplayer.com/product/478761_200w.jpg,3,22873,https://cpt.tcgcsv.com/fwR5,2023-03-31T04:03:37.037,1,,,,,,,,,,,17.0,21.43,28.98,17.74,,Normal,"Each 3 Pack blister comes with 3 Scarlet & Violet booster packs, 1 coin, and a promotional card of Arcanine.",0820650853289
478762,Scarlet & Violet 3 Pack Blister [Dondozo],Scarlet and Violet 3 Pack Blister Dondozo,https://tcgplayer-cdn.tcgplayer.com/product/478762_200w.jpg,3,22873,https://cpt.tcgcsv.com/gwR5,2023-03-31T04:03:37.037,1,,,,,,,,,,,15.99,20.0,28.98,15.81,,Normal,"Each 3 Pack blister comes with 3 Scarlet & Violet booster packs, 1 coin, and a promotional card of Dondozo.",0820650853289
478763,Scarlet & Violet 3 Pack Blister [Set of 2],Scarlet and Violet 3 Pack Blister Set of 2,https://tcgplayer-cdn.tcgplayer.com/product/478763_200w.jpg,3,22873,https://cpt.tcgcsv.com/hwR5,2023-03-31T04:03:37.037,1,,,,,,,,,,,39.95,39.95,39.95,34.28,,Normal,"Each individual 3 Pack blister comes with 3 Scarlet & Violet booster packs, 1 coin, and a promotional card of Arcanine or Dondozo.",0820650853289
478765,Scarlet & Violet Single Pack Blister [Spidops],Scarlet and Violet Single Pack Blister Spidops,https://tcgplayer-cdn.tcgplayer.com/product/478765_200w.jpg,3,22873,https://cpt.tcgcsv.com/kwR5,2023-03-31T04:03:37.037,1,,,,,,,,,,,7.19,7.99,14.95,6.7,,Normal,"Each blister contains 1 Scarlet & Violet booster pack, a coin, and a promotional card of Spidops.",
478766,Scarlet & Violet Single Pack Blister [Espathra],Scarlet and Violet Single Pack Blister Espathra,https://tcgplayer-cdn.tcgplayer.com/product/478766_200w.jpg,3,22873,https://cpt.tcgcsv.com/lwR5,2023-03-31T04:03:37.037,1,,,,,,,,,,,7.44,9.94,14.95,6.89,,Normal,"Each blister contains 1 Scarlet & Violet booster pack, a coin, and a promotional card of Espathra.",
478767,Scarlet & Violet Single Pack Blister [Set of 2],Scarlet and Violet Single Pack Blister Set of 2,https://tcgplayer-cdn.tcgplayer.com/product/478767_200w.jpg,3,22873,https://cpt.tcgcsv.com/mwR5,2023-03-31T04:03:37.037,1,,,,,,,,,,,9.99,14.73,19.95,13.32,,Normal,"Each blister contains 1 Scarlet & Violet booster pack, a coin, and a promotional card of Espathra or Spidops.",
479328,Scarlet & Violet Premium Checklane Blister [Gengar],Scarlet and Violet Premium Checklane Blister Gengar,https://tcgplayer-cdn.tcgplayer.com/product/479328_200w.jpg,3,22873,https://cpt.tcgcsv.com/BLR5,2023-03-31T04:03:37.037,1,,,,,,,,,,,,,,,,,"Contains 1 Scarlet & Violet booster pack, a TCGO Code, Coin and 3 cards with an evolution line.",
479330,Scarlet & Violet Premium Checklane Blister [Machamp],Scarlet and Violet Premium Checklane Blister Machamp,https://tcgplayer-cdn.tcgplayer.com/product/479330_200w.jpg,3,22873,https://cpt.tcgcsv.com/DLR5,2023-03-31T04:03:37.037,1,,,,,,,,,,,,,,,,,"Contains 1 Scarlet & Violet booster pack, a TCGO Code, Coin and 3 cards with an evolution line.",
479331,Scarlet & Violet Premium Checklane Blister [Set of 2],Scarlet and Violet Premium Checklane Blister Set of 2,https://tcgplayer-cdn.tcgplayer.com/product/479331_200w.jpg,3,22873,https://cpt.tcgcsv.com/FLR5,2023-03-31T04:03:37.037,1,,,,,,,,,,,,,,,,,"Contains 1 Scarlet & Violet booster pack, a TCGO Code, Coin and 3 cards with an evolution line.",
485106,Iron Treads ex - 143/198,Iron Treads ex 143 198,https://tcgplayer-cdn.tcgplayer.com/product/485106_200w.jpg,3,22873,https://cpt.tcgcsv.com/83V5,2025-02-07T20:20:33.477,1,143/198,Double Rare,Metal,220,Basic,"[3] Triple Laser
<br>
This attack does 30 damage to 3 of your opponent's Pokémon. <em>(Don't apply Weakness and Resistance for Benched Pokémon.","[1MMM] Cybernetic Wheels (160)
<br>
Switch this Pokémon with 1 of your Benched Pokémon.",Rx2,G-30,3,0.19,0.52,65.0,0.39,0.37,Holofoil,"<strong>Pokémon ex rule</strong> — When your Pokémon ex is Knocked Out, your opponent takes 2 Prize cards.",
485108,Lechonk - 155/198,Lechonk 155 198,https://tcgplayer-cdn.tcgplayer.com/product/485108_200w.jpg,3,22873,https://cpt.tcgcsv.com/b3V5,2025-02-07T20:20:33.523,1,155/198,Common,Colorless,60,Basic,"[1] Repulsive Stench
<br>Your opponent switches their Active Pokemon with 1 of their Benched Pokemon.",[2] Stampede (20),Fx2,None,1,0.01,0.1,4.95,0.06,,Normal,,
485108,Lechonk - 155/198,Lechonk 155 198,https://tcgplayer-cdn.tcgplayer.com/product/485108_200w.jpg,3,22873,https://cpt.tcgcsv.com/b3V5,2025-02-07T20:20:33.523,1,155/198,Common,Colorless,60,Basic,"[1] Repulsive Stench
<br>Your opponent switches their Active Pokemon with 1 of their Benched Pokemon.",[2] Stampede (20),Fx2,None,1,0.04,0.23,4.95,0.22,,Reverse Holofoil,,
485259,Miraidon ex - 244/198,Miraidon ex 244 198,https://tcgplayer-cdn.tcgplayer.com/product/485259_200w.jpg,3,22873,https://cpt.tcgcsv.com/c7V5,2023-03-31T04:03:37.037,1,244/198,Special Illustration Rare,Lightning,220,Basic,"[1LL] Photon Blaster (220)
<br>
During your next turn, this Pokémon can't attack.",,Fx2,,1,19.75,26.93,90.0,24.49,26.68,Holofoil,"<strong>Ability — Tandem Unit</strong>
<br>
Once during your turn, you may search your deck for up to 2 Basic Lightning Pokémon and put them onto your Bench. Then, shuffle your deck.
<br><br>
<em>Pokémon ex rule — When a Pokémon ex has been Knocked Out, your opponent takes 2 Prize cards.</em>",
485867,Maschiff - 136/198,Maschiff 136 198,https://tcgplayer-cdn.tcgplayer.com/product/485867_200w.jpg,3,22873,https://cpt.tcgcsv.com/mmV5,2025-02-07T20:20:33.57,1,136/198,Common,Darkness,80,Basic,"[DD] Crunch
<br>
Flip a coin. If heads, discard an Energy from your opponent's Active Pokémon.",,Gx2,None,3,0.04,0.16,4.95,0.14,,Reverse Holofoil,,
485867,Maschiff - 136/198,Maschiff 136 198,https://tcgplayer-cdn.tcgplayer.com/product/485867_200w.jpg,3,22873,https://cpt.tcgcsv.com/mmV5,2025-02-07T20:20:33.57,1,136/198,Common,Darkness,80,Basic,"[DD] Crunch
<br>
Flip a coin. If heads, discard an Energy from your opponent's Active Pokémon.",,Gx2,None,3,0.01,0.1,4.95,0.08,,Normal,,
